County_Name,Census_Tract_ID,Census_Tract_Name,Mode,Season,Day_of_Week,On_,Off_,ObjectId
Montgomery County,42091200603,Census Tract 2006.03,Bus,Fall 2021,Saturday,2,0,11477
Delaware County,42045401700,Census Tract 4017,Bus,Fall 2021,Saturday,101,143,11478
Delaware County,42045405100,Census Tract 4051,Bus,Fall 2021,Saturday,56,52,11479
Philadelphia County,42101000101,Census Tract 1.01,Bus,Fall 2021,Saturday,921,849,11480
Montgomery County,42091205501,Census Tract 2055.01,Bus,Fall 2021,Saturday,61,18,11481
Montgomery County,42091200606,Census Tract 2006.06,Bus,Fall 2021,Saturday,1,2,11482
Delaware County,42045401800,Census Tract 4018,Bus,Fall 2021,Saturday,106,159,11483
Delaware County,42045405200,Census Tract 4052,Bus,Fall 2021,Saturday,69,78,11484
Philadelphia County,42101000102,Census Tract 1.02,Bus,Fall 2021,Saturday,113,100,11485
Montgomery County,42091205502,Census Tract 2055.02,Bus,Fall 2021,Saturday,3,2,11486
Montgomery County,42091200703,Census Tract 2007.03,Bus,Fall 2021,Saturday,0,0,11487
Delaware County,42045401900,Census Tract 4019,Bus,Fall 2021,Saturday,126,69,11488
Delaware County,42045405300,Census Tract 4053,Bus,Fall 2021,Saturday,52,75,11489
Philadelphia County,42101000200,Census Tract 2,Bus,Fall 2021,Saturday,759,529,11490
Montgomery County,42091205503,Census Tract 2055.03,Bus,Fall 2021,Saturday,64,52,11491
Montgomery County,42091200704,Census Tract 2007.04,Bus,Fall 2021,Saturday,5,5,11492
Delaware County,42045402000,Census Tract 4020,Bus,Fall 2021,Saturday,75,86,11493
Delaware County,42045405400,Census Tract 4054,Bus,Fall 2021,Saturday,53,27,11494
Philadelphia County,42101000300,Census Tract 3,Bus,Fall 2021,Saturday,125,272,11495
Montgomery County,42091205600,Census Tract 2056,Bus,Fall 2021,Saturday,11,14,11496
Delaware County,42045402100,Census Tract 4021,Bus,Fall 2021,Saturday,103,84,11497
Delaware County,42045406100,Census Tract 4061,Bus,Fall 2021,Saturday,5,4,11498
Philadelphia County,42101000401,Census Tract 4.01,Bus,Fall 2021,Saturday,453,616,11499
Montgomery County,42091200707,Census Tract 2007.07,Bus,Fall 2021,Saturday,5,8,11500
Delaware County,42045406201,Census Tract 4062.01,Bus,Fall 2021,Saturday,27,32,11501
Montgomery County,42091205700,Census Tract 2057,Bus,Fall 2021,Saturday,55,62,11502
Philadelphia County,42101000403,Census Tract 4.03,Bus,Fall 2021,Saturday,1418,1461,11503
Montgomery County,42091200708,Census Tract 2007.08,Bus,Fall 2021,Saturday,3,8,11504
Delaware County,42045402200,Census Tract 4022,Bus,Fall 2021,Saturday,46,78,11505
Delaware County,42045406202,Census Tract 4062.02,Bus,Fall 2021,Saturday,95,92,11506
Montgomery County,42091205805,Census Tract 2058.05,Bus,Fall 2021,Saturday,23,83,11507
Philadelphia County,42101000404,Census Tract 4.04,Bus,Fall 2021,Saturday,303,315,11508
Montgomery County,42091200800,Census Tract 2008,Bus,Fall 2021,Saturday,16,14,11509
Delaware County,42045402300,Census Tract 4023,Bus,Fall 2021,Saturday,52,48,11510
Delaware County,42045406300,Census Tract 4063,Bus,Fall 2021,Saturday,52,44,11511
Montgomery County,42091205806,Census Tract 2058.06,Bus,Fall 2021,Saturday,27,41,11512
Philadelphia County,42101000500,Census Tract 5,Bus,Fall 2021,Saturday,2893,2049,11513
Montgomery County,42091200901,Census Tract 2009.01,Bus,Fall 2021,Saturday,4,18,11514
Delaware County,42045402500,Census Tract 4025,Bus,Fall 2021,Saturday,417,353,11515
Delaware County,42045406401,Census Tract 4064.01,Bus,Fall 2021,Saturday,17,15,11516
Montgomery County,42091205807,Census Tract 2058.07,Bus,Fall 2021,Saturday,124,46,11517
Philadelphia County,42101000600,Census Tract 6,Bus,Fall 2021,Saturday,1534,1478,11518
Montgomery County,42091200902,Census Tract 2009.02,Bus,Fall 2021,Saturday,6,10,11519
Delaware County,42045402600,Census Tract 4026,Bus,Fall 2021,Saturday,80,97,11520
Delaware County,42045406402,Census Tract 4064.02,Bus,Fall 2021,Saturday,95,58,11521
Montgomery County,42091205808,Census Tract 2058.08,Bus,Fall 2021,Saturday,3,52,11522
Philadelphia County,42101000701,Census Tract 7.01,Bus,Fall 2021,Saturday,1759,1600,11523
Montgomery County,42091200903,Census Tract 2009.03,Bus,Fall 2021,Saturday,68,41,11524
Delaware County,42045402800,Census Tract 4028,Bus,Fall 2021,Saturday,85,100,11525
Delaware County,42045406500,Census Tract 4065,Bus,Fall 2021,Saturday,22,17,11526
Montgomery County,42091205810,Census Tract 2058.10,Bus,Fall 2021,Saturday,115,93,11527
Philadelphia County,42101000702,Census Tract 7.02,Bus,Fall 2021,Saturday,412,391,11528
Montgomery County,42091200906,Census Tract 2009.06,Bus,Fall 2021,Saturday,13,8,11529
Delaware County,42045402900,Census Tract 4029,Bus,Fall 2021,Saturday,26,20,11530
Delaware County,42045406600,Census Tract 4066,Bus,Fall 2021,Saturday,21,21,11531
Montgomery County,42091205811,Census Tract 2058.11,Bus,Fall 2021,Saturday,71,76,11532
Philadelphia County,42101000801,Census Tract 8.01,Bus,Fall 2021,Saturday,29,20,11533
Montgomery County,42091200907,Census Tract 2009.07,Bus,Fall 2021,Saturday,1,2,11534
Delaware County,42045403001,Census Tract 4030.01,Bus,Fall 2021,Saturday,2,1,11535
Delaware County,42045406700,Census Tract 4067,Bus,Fall 2021,Saturday,43,46,11536
Montgomery County,42091205905,Census Tract 2059.05,Bus,Fall 2021,Saturday,24,22,11537
Philadelphia County,42101000803,Census Tract 8.03,Bus,Fall 2021,Saturday,68,81,11538
Montgomery County,42091200908,Census Tract 2009.08,Bus,Fall 2021,Saturday,34,27,11539
Delaware County,42045403002,Census Tract 4030.02,Bus,Fall 2021,Saturday,13,12,11540
Delaware County,42045406801,Census Tract 4068.01,Bus,Fall 2021,Saturday,29,42,11541
Montgomery County,42091205906,Census Tract 2059.06,Bus,Fall 2021,Saturday,114,111,11542
Montgomery County,42091206004,Census Tract 2060.04,Bus,Fall 2021,Saturday,19,20,11543
Montgomery County,42091206005,Census Tract 2060.05,Bus,Fall 2021,Saturday,14,23,11544
Montgomery County,42091206006,Census Tract 2060.06,Bus,Fall 2021,Saturday,66,77,11545
Montgomery County,42091206007,Census Tract 2060.07,Bus,Fall 2021,Saturday,2,1,11546
Montgomery County,42091206104,Census Tract 2061.04,Bus,Fall 2021,Saturday,16,11,11547
Montgomery County,42091206105,Census Tract 2061.05,Bus,Fall 2021,Saturday,15,31,11548
Montgomery County,42091206107,Census Tract 2061.07,Bus,Fall 2021,Saturday,2,5,11549
Montgomery County,42091206108,Census Tract 2061.08,Bus,Fall 2021,Saturday,27,43,11550
Montgomery County,42091206201,Census Tract 2062.01,Bus,Fall 2021,Saturday,16,21,11551
Montgomery County,42091206202,Census Tract 2062.02,Bus,Fall 2021,Saturday,9,10,11552
Montgomery County,42091206300,Census Tract 2063,Bus,Fall 2021,Saturday,28,26,11553
Montgomery County,42091206400,Census Tract 2064,Bus,Fall 2021,Saturday,4,8,11554
Montgomery County,42091206703,Census Tract 2067.03,Bus,Fall 2021,Saturday,0,0,11555
Montgomery County,42091206801,Census Tract 2068.01,Bus,Fall 2021,Saturday,2,0,11556
Montgomery County,42091206901,Census Tract 2069.01,Bus,Fall 2021,Saturday,3,2,11557
Delaware County,42045406802,Census Tract 4068.02,Bus,Fall 2021,Saturday,4,7,11558
Delaware County,42045403101,Census Tract 4031.01,Bus,Fall 2021,Saturday,89,111,11559
Montgomery County,42091201003,Census Tract 2010.03,Bus,Fall 2021,Saturday,4,2,11560
Delaware County,42045406804,Census Tract 4068.04,Bus,Fall 2021,Saturday,3,1,11561
Delaware County,42045403103,Census Tract 4031.03,Bus,Fall 2021,Saturday,17,29,11562
Montgomery County,42091201005,Census Tract 2010.05,Bus,Fall 2021,Saturday,0,0,11563
Delaware County,42045406805,Census Tract 4068.05,Bus,Fall 2021,Saturday,6,1,11564
Delaware County,42045403104,Census Tract 4031.04,Bus,Fall 2021,Saturday,63,64,11565
Montgomery County,42091201006,Census Tract 2010.06,Bus,Fall 2021,Saturday,0,1,11566
Delaware County,42045406902,Census Tract 4069.02,Bus,Fall 2021,Saturday,11,19,11567
Delaware County,42045403200,Census Tract 4032,Bus,Fall 2021,Saturday,3,3,11568
Montgomery County,42091201100,Census Tract 2011,Bus,Fall 2021,Saturday,31,25,11569
Delaware County,42045406903,Census Tract 4069.03,Bus,Fall 2021,Saturday,8,6,11570
Montgomery County,42091201201,Census Tract 2012.01,Bus,Fall 2021,Saturday,7,8,11571
Philadelphia County,42101000805,Census Tract 8.05,Bus,Fall 2021,Saturday,39,42,11572
Delaware County,42045406904,Census Tract 4069.04,Bus,Fall 2021,Saturday,6,7,11573
Montgomery County,42091201204,Census Tract 2012.04,Bus,Fall 2021,Saturday,2,4,11574
Philadelphia County,42101000806,Census Tract 8.06,Bus,Fall 2021,Saturday,109,173,11575
Delaware County,42045407000,Census Tract 4070,Bus,Fall 2021,Saturday,2,1,11576
Montgomery County,42091201301,Census Tract 2013.01,Bus,Fall 2021,Saturday,3,2,11577
Philadelphia County,42101000901,Census Tract 9.01,Bus,Fall 2021,Saturday,233,144,11578
Delaware County,42045407101,Census Tract 4071.01,Bus,Fall 2021,Saturday,2,1,11579
Montgomery County,42091201302,Census Tract 2013.02,Bus,Fall 2021,Saturday,26,36,11580
Philadelphia County,42101000902,Census Tract 9.02,Bus,Fall 2021,Saturday,189,435,11581
Delaware County,42045407102,Census Tract 4071.02,Bus,Fall 2021,Saturday,0,2,11582
Montgomery County,42091201404,Census Tract 2014.04,Bus,Fall 2021,Saturday,0,0,11583
Philadelphia County,42101001001,Census Tract 10.01,Bus,Fall 2021,Saturday,508,441,11584
Delaware County,42045407201,Census Tract 4072.01,Bus,Fall 2021,Saturday,116,221,11585
Montgomery County,42091201406,Census Tract 2014.06,Bus,Fall 2021,Saturday,7,1,11586
Philadelphia County,42101001002,Census Tract 10.02,Bus,Fall 2021,Saturday,659,610,11587
Delaware County,42045407202,Census Tract 4072.02,Bus,Fall 2021,Saturday,182,29,11588
Montgomery County,42091201407,Census Tract 2014.07,Bus,Fall 2021,Saturday,1,2,11589
Philadelphia County,42101001101,Census Tract 11.01,Bus,Fall 2021,Saturday,183,138,11590
Montgomery County,42091201408,Census Tract 2014.08,Bus,Fall 2021,Saturday,10,0,11591
Delaware County,42045407401,Census Tract 4074.01,Bus,Fall 2021,Saturday,3,4,11592
Philadelphia County,42101001102,Census Tract 11.02,Bus,Fall 2021,Saturday,183,242,11593
Montgomery County,42091201410,Census Tract 2014.10,Bus,Fall 2021,Saturday,2,0,11594
Philadelphia County,42101001201,Census Tract 12.01,Bus,Fall 2021,Saturday,119,104,11595
Montgomery County,42091201411,Census Tract 2014.11,Bus,Fall 2021,Saturday,9,7,11596
Philadelphia County,42101001203,Census Tract 12.03,Bus,Fall 2021,Saturday,24,20,11597
Philadelphia County,42101001204,Census Tract 12.04,Bus,Fall 2021,Saturday,105,133,11598
Montgomery County,42091201501,Census Tract 2015.01,Bus,Fall 2021,Saturday,23,29,11599
Montgomery County,42091201502,Census Tract 2015.02,Bus,Fall 2021,Saturday,0,0,11600
Philadelphia County,42101007102,Census Tract 71.02,Bus,Fall 2021,Saturday,290,257,11601
Philadelphia County,42101028400,Census Tract 284,Bus,Fall 2021,Saturday,154,210,11602
Philadelphia County,42101007200,Census Tract 72,Bus,Fall 2021,Saturday,185,303,11603
Philadelphia County,42101028500,Census Tract 285,Bus,Fall 2021,Saturday,302,152,11604
Philadelphia County,42101007300,Census Tract 73,Bus,Fall 2021,Saturday,144,50,11605
Philadelphia County,42101028600,Census Tract 286,Bus,Fall 2021,Saturday,259,453,11606
Philadelphia County,42101023500,Census Tract 235,Bus,Fall 2021,Saturday,15,10,11607
Philadelphia County,42101017100,Census Tract 171,Bus,Fall 2021,Saturday,255,195,11608
Philadelphia County,42101033702,Census Tract 337.02,Bus,Fall 2021,Saturday,14,6,11609
Philadelphia County,42101007400,Census Tract 74,Bus,Fall 2021,Saturday,462,432,11610
Philadelphia County,42101028700,Census Tract 287,Bus,Fall 2021,Saturday,354,317,11611
Bucks County,42017100406,Census Tract 1004.06,Bus,Fall 2021,Sunday,0,0,11612
Philadelphia County,42101023600,Census Tract 236,Bus,Fall 2021,Saturday,63,66,11613
Philadelphia County,42101017201,Census Tract 172.01,Bus,Fall 2021,Saturday,0,0,11614
Philadelphia County,42101033800,Census Tract 338,Bus,Fall 2021,Saturday,141,337,11615
Philadelphia County,42101038100,Census Tract 381,Bus,Fall 2021,Saturday,150,144,11616
Philadelphia County,42101007700,Census Tract 77,Bus,Fall 2021,Saturday,4,5,11617
Philadelphia County,42101028800,Census Tract 288,Bus,Fall 2021,Saturday,213,216,11618
Bucks County,42017100407,Census Tract 1004.07,Bus,Fall 2021,Sunday,0,0,11619
Philadelphia County,42101023700,Census Tract 237,Bus,Fall 2021,Saturday,272,93,11620
Philadelphia County,42101017202,Census Tract 172.02,Bus,Fall 2021,Saturday,19,16,11621
Philadelphia County,42101033900,Census Tract 339,Bus,Fall 2021,Saturday,51,74,11622
Philadelphia County,42101038200,Census Tract 382,Bus,Fall 2021,Saturday,432,537,11623
Philadelphia County,42101007800,Census Tract 78,Bus,Fall 2021,Saturday,110,109,11624
Philadelphia County,42101028901,Census Tract 289.01,Bus,Fall 2021,Saturday,3,0,11625
Bucks County,42017100408,Census Tract 1004.08,Bus,Fall 2021,Sunday,0,0,11626
Philadelphia County,42101023800,Census Tract 238,Bus,Fall 2021,Saturday,536,487,11627
Philadelphia County,42101017300,Census Tract 173,Bus,Fall 2021,Saturday,61,59,11628
Philadelphia County,42101034000,Census Tract 340,Bus,Fall 2021,Saturday,20,55,11629
Philadelphia County,42101038301,Census Tract 383.01,Bus,Fall 2021,Saturday,218,345,11630
Philadelphia County,42101007900,Census Tract 79,Bus,Fall 2021,Saturday,43,45,11631
Philadelphia County,42101028902,Census Tract 289.02,Bus,Fall 2021,Saturday,60,62,11632
Bucks County,42017100500,Census Tract 1005,Bus,Fall 2021,Sunday,0,0,11633
Philadelphia County,42101023900,Census Tract 239,Bus,Fall 2021,Saturday,154,96,11634
Philadelphia County,42101017400,Census Tract 174,Bus,Fall 2021,Saturday,164,220,11635
Philadelphia County,42101034100,Census Tract 341,Bus,Fall 2021,Saturday,106,83,11636
Philadelphia County,42101038400,Census Tract 384,Bus,Fall 2021,Saturday,10,39,11637
Philadelphia County,42101008000,Census Tract 80,Bus,Fall 2021,Saturday,235,347,11638
Philadelphia County,42101029000,Census Tract 290,Bus,Fall 2021,Saturday,240,269,11639
Bucks County,42017100600,Census Tract 1006,Bus,Fall 2021,Sunday,3,2,11640
Bucks County,42017100700,Census Tract 1007,Bus,Fall 2021,Sunday,15,16,11641
Bucks County,42017100803,Census Tract 1008.03,Bus,Fall 2021,Sunday,0,8,11642
Bucks County,42017100804,Census Tract 1008.04,Bus,Fall 2021,Sunday,0,0,11643
Bucks County,42017100805,Census Tract 1008.05,Bus,Fall 2021,Sunday,1,3,11644
Bucks County,42017100807,Census Tract 1008.07,Bus,Fall 2021,Sunday,23,12,11645
Bucks County,42017100808,Census Tract 1008.08,Bus,Fall 2021,Sunday,0,0,11646
Bucks County,42017100811,Census Tract 1008.11,Bus,Fall 2021,Sunday,7,7,11647
Bucks County,42017100900,Census Tract 1009,Bus,Fall 2021,Sunday,0,0,11648
Bucks County,42017101100,Census Tract 1011,Bus,Fall 2021,Sunday,5,5,11649
Bucks County,42017101401,Census Tract 1014.01,Bus,Fall 2021,Sunday,28,37,11650
Bucks County,42017101403,Census Tract 1014.03,Bus,Fall 2021,Sunday,0,0,11651
Bucks County,42017101404,Census Tract 1014.04,Bus,Fall 2021,Sunday,11,0,11652
Bucks County,42017101405,Census Tract 1014.05,Bus,Fall 2021,Sunday,8,11,11653
Bucks County,42017101503,Census Tract 1015.03,Bus,Fall 2021,Sunday,0,0,11654
Bucks County,42017101504,Census Tract 1015.04,Bus,Fall 2021,Sunday,0,0,11655
Bucks County,42017101603,Census Tract 1016.03,Bus,Fall 2021,Sunday,11,36,11656
Bucks County,42017101605,Census Tract 1016.05,Bus,Fall 2021,Sunday,42,51,11657
Bucks County,42017101609,Census Tract 1016.09,Bus,Fall 2021,Sunday,1,0,11658
Bucks County,42017101611,Census Tract 1016.11,Bus,Fall 2021,Sunday,21,2,11659
Bucks County,42017101805,Census Tract 1018.05,Bus,Fall 2021,Sunday,0,0,11660
Bucks County,42017101807,Census Tract 1018.07,Bus,Fall 2021,Sunday,0,0,11661
Bucks County,42017101808,Census Tract 1018.08,Bus,Fall 2021,Sunday,0,0,11662
Bucks County,42017101809,Census Tract 1018.09,Bus,Fall 2021,Sunday,0,0,11663
Bucks County,42017101810,Census Tract 1018.10,Bus,Fall 2021,Sunday,0,0,11664
Bucks County,42017102104,Census Tract 1021.04,Bus,Fall 2021,Sunday,2,2,11665
Bucks County,42017102600,Census Tract 1026,Bus,Fall 2021,Sunday,5,1,11666
Bucks County,42017102700,Census Tract 1027,Bus,Fall 2021,Sunday,1,2,11667
Bucks County,42017104203,Census Tract 1042.03,Bus,Fall 2021,Sunday,0,0,11668
Bucks County,42017104503,Census Tract 1045.03,Bus,Fall 2021,Sunday,0,0,11669
Bucks County,42017104601,Census Tract 1046.01,Bus,Fall 2021,Sunday,0,0,11670
Bucks County,42017104603,Census Tract 1046.03,Bus,Fall 2021,Sunday,0,0,11671
Bucks County,42017104604,Census Tract 1046.04,Bus,Fall 2021,Sunday,0,0,11672
Bucks County,42017104701,Census Tract 1047.01,Bus,Fall 2021,Sunday,0,0,11673
Bucks County,42017104702,Census Tract 1047.02,Bus,Fall 2021,Sunday,0,0,11674
Bucks County,42017104703,Census Tract 1047.03,Bus,Fall 2021,Sunday,0,0,11675
Bucks County,42017105202,Census Tract 1052.02,Bus,Fall 2021,Sunday,0,0,11676
Bucks County,42017105203,Census Tract 1052.03,Bus,Fall 2021,Sunday,0,0,11677
Bucks County,42017105300,Census Tract 1053,Bus,Fall 2021,Sunday,0,0,11678
Bucks County,42017105507,Census Tract 1055.07,Bus,Fall 2021,Sunday,0,0,11679
Bucks County,42017105702,Census Tract 1057.02,Bus,Fall 2021,Sunday,0,0,11680
Bucks County,42017105704,Census Tract 1057.04,Bus,Fall 2021,Sunday,0,0,11681
Bucks County,42017105801,Census Tract 1058.01,Bus,Fall 2021,Sunday,0,0,11682
Bucks County,42017105805,Census Tract 1058.05,Bus,Fall 2021,Sunday,0,0,11683
Bucks County,42017105807,Census Tract 1058.07,Bus,Fall 2021,Sunday,0,0,11684
Bucks County,42017105808,Census Tract 1058.08,Bus,Fall 2021,Sunday,0,0,11685
Philadelphia County,42101012100,Census Tract 121,Bus,Fall 2021,Saturday,225,162,11686
Philadelphia County,42101034200,Census Tract 342,Bus,Fall 2021,Saturday,18,8,11687
Philadelphia County,42101038500,Census Tract 385,Bus,Fall 2021,Saturday,295,65,11688
Philadelphia County,42101012201,Census Tract 122.01,Bus,Fall 2021,Saturday,185,88,11689
Philadelphia County,42101024000,Census Tract 240,Bus,Fall 2021,Saturday,365,312,11690
Philadelphia County,42101029100,Census Tract 291,Bus,Fall 2021,Saturday,460,478,11691
Philadelphia County,42101008101,Census Tract 81.01,Bus,Fall 2021,Saturday,243,199,11692
Philadelphia County,42101038600,Census Tract 386,Bus,Fall 2021,Saturday,7,7,11693
Philadelphia County,42101017500,Census Tract 175,Bus,Fall 2021,Saturday,370,411,11694
Philadelphia County,42101034400,Census Tract 344,Bus,Fall 2021,Saturday,54,49,11695
Philadelphia County,42101012203,Census Tract 122.03,Bus,Fall 2021,Saturday,104,52,11696
Philadelphia County,42101024100,Census Tract 241,Bus,Fall 2021,Saturday,1922,1440,11697
Philadelphia County,42101017601,Census Tract 176.01,Bus,Fall 2021,Saturday,199,209,11698
Philadelphia County,42101034501,Census Tract 345.01,Bus,Fall 2021,Saturday,19,32,11699
Philadelphia County,42101038700,Census Tract 387,Bus,Fall 2021,Saturday,291,441,11700
Philadelphia County,42101012204,Census Tract 122.04,Bus,Fall 2021,Saturday,219,356,11701
Philadelphia County,42101029200,Census Tract 292,Bus,Fall 2021,Saturday,303,479,11702
Philadelphia County,42101008102,Census Tract 81.02,Bus,Fall 2021,Saturday,144,159,11703
Philadelphia County,42101024200,Census Tract 242,Bus,Fall 2021,Saturday,577,496,11704
Philadelphia County,42101017602,Census Tract 176.02,Bus,Fall 2021,Saturday,197,159,11705
Philadelphia County,42101034502,Census Tract 345.02,Bus,Fall 2021,Saturday,133,111,11706
Philadelphia County,42101038800,Census Tract 388,Bus,Fall 2021,Saturday,309,140,11707
Philadelphia County,42101012501,Census Tract 125.01,Bus,Fall 2021,Saturday,62,110,11708
Philadelphia County,42101029300,Census Tract 293,Bus,Fall 2021,Saturday,103,122,11709
Philadelphia County,42101008200,Census Tract 82,Bus,Fall 2021,Saturday,172,189,11710
Philadelphia County,42101024300,Census Tract 243,Bus,Fall 2021,Saturday,213,216,11711
Philadelphia County,42101017701,Census Tract 177.01,Bus,Fall 2021,Saturday,179,136,11712
Philadelphia County,42101034600,Census Tract 346,Bus,Fall 2021,Saturday,42,48,11713
Philadelphia County,42101038900,Census Tract 389,Bus,Fall 2021,Saturday,243,178,11714
Philadelphia County,42101012502,Census Tract 125.02,Bus,Fall 2021,Saturday,251,238,11715
Philadelphia County,42101029400,Census Tract 294,Bus,Fall 2021,Saturday,73,130,11716
Philadelphia County,42101008301,Census Tract 83.01,Bus,Fall 2021,Saturday,218,269,11717
Philadelphia County,42101008302,Census Tract 83.02,Bus,Fall 2021,Saturday,482,478,11718
Philadelphia County,42101008400,Census Tract 84,Bus,Fall 2021,Saturday,1209,1278,11719
Philadelphia County,42101008500,Census Tract 85,Bus,Fall 2021,Saturday,1663,1585,11720
Philadelphia County,42101008601,Census Tract 86.01,Bus,Fall 2021,Saturday,252,270,11721
Philadelphia County,42101008602,Census Tract 86.02,Bus,Fall 2021,Saturday,441,485,11722
Philadelphia County,42101008701,Census Tract 87.01,Bus,Fall 2021,Saturday,220,231,11723
Philadelphia County,42101008702,Census Tract 87.02,Bus,Fall 2021,Saturday,170,216,11724
Philadelphia County,42101008801,Census Tract 88.01,Bus,Fall 2021,Saturday,116,163,11725
Philadelphia County,42101008802,Census Tract 88.02,Bus,Fall 2021,Saturday,436,469,11726
Philadelphia County,42101009000,Census Tract 90,Bus,Fall 2021,Saturday,99,101,11727
Philadelphia County,42101009100,Census Tract 91,Bus,Fall 2021,Saturday,263,93,11728
Philadelphia County,42101009200,Census Tract 92,Bus,Fall 2021,Saturday,176,321,11729
Philadelphia County,42101009300,Census Tract 93,Bus,Fall 2021,Saturday,639,799,11730
Philadelphia County,42101009400,Census Tract 94,Bus,Fall 2021,Saturday,190,214,11731
Philadelphia County,42101009500,Census Tract 95,Bus,Fall 2021,Saturday,255,316,11732
Philadelphia County,42101009600,Census Tract 96,Bus,Fall 2021,Saturday,300,338,11733
Philadelphia County,42101009801,Census Tract 98.01,Bus,Fall 2021,Saturday,93,126,11734
Philadelphia County,42101009802,Census Tract 98.02,Bus,Fall 2021,Saturday,156,165,11735
Philadelphia County,42101010000,Census Tract 100,Bus,Fall 2021,Saturday,77,83,11736
Philadelphia County,42101010100,Census Tract 101,Bus,Fall 2021,Saturday,250,225,11737
Philadelphia County,42101010200,Census Tract 102,Bus,Fall 2021,Saturday,146,209,11738
Philadelphia County,42101010300,Census Tract 103,Bus,Fall 2021,Saturday,435,355,11739
Philadelphia County,42101010400,Census Tract 104,Bus,Fall 2021,Saturday,74,45,11740
Philadelphia County,42101010500,Census Tract 105,Bus,Fall 2021,Saturday,215,211,11741
Philadelphia County,42101010600,Census Tract 106,Bus,Fall 2021,Saturday,113,102,11742
Philadelphia County,42101010700,Census Tract 107,Bus,Fall 2021,Saturday,187,217,11743
Philadelphia County,42101010800,Census Tract 108,Bus,Fall 2021,Saturday,132,160,11744
Philadelphia County,42101010900,Census Tract 109,Bus,Fall 2021,Saturday,76,95,11745
Philadelphia County,42101011000,Census Tract 110,Bus,Fall 2021,Saturday,182,186,11746
Philadelphia County,42101011100,Census Tract 111,Bus,Fall 2021,Saturday,1011,930,11747
Philadelphia County,42101011200,Census Tract 112,Bus,Fall 2021,Saturday,200,184,11748
Philadelphia County,42101011300,Census Tract 113,Bus,Fall 2021,Saturday,176,121,11749
Philadelphia County,42101011400,Census Tract 114,Bus,Fall 2021,Saturday,440,363,11750
Philadelphia County,42101011500,Census Tract 115,Bus,Fall 2021,Saturday,186,253,11751
Philadelphia County,42101011700,Census Tract 117,Bus,Fall 2021,Saturday,350,265,11752
Philadelphia County,42101011800,Census Tract 118,Bus,Fall 2021,Saturday,431,181,11753
Philadelphia County,42101011900,Census Tract 119,Bus,Fall 2021,Saturday,330,639,11754
Philadelphia County,42101012000,Census Tract 120,Bus,Fall 2021,Saturday,189,142,11755
Philadelphia County,42101034701,Census Tract 347.01,Bus,Fall 2021,Saturday,59,41,11756
Philadelphia County,42101039001,Census Tract 390.01,Bus,Fall 2021,Saturday,180,120,11757
Philadelphia County,42101013100,Census Tract 131,Bus,Fall 2021,Saturday,85,89,11758
Philadelphia County,42101024400,Census Tract 244,Bus,Fall 2021,Saturday,184,138,11759
Philadelphia County,42101029800,Census Tract 298,Bus,Fall 2021,Saturday,189,138,11760
Philadelphia County,42101017702,Census Tract 177.02,Bus,Fall 2021,Saturday,65,52,11761
Philadelphia County,42101034702,Census Tract 347.02,Bus,Fall 2021,Saturday,107,116,11762
Philadelphia County,42101039002,Census Tract 390.02,Bus,Fall 2021,Saturday,400,307,11763
Philadelphia County,42101013200,Census Tract 132,Bus,Fall 2021,Saturday,279,238,11764
Philadelphia County,42101013300,Census Tract 133,Bus,Fall 2021,Saturday,134,268,11765
Philadelphia County,42101013401,Census Tract 134.01,Bus,Fall 2021,Saturday,98,135,11766
Philadelphia County,42101013402,Census Tract 134.02,Bus,Fall 2021,Saturday,41,57,11767
Philadelphia County,42101013500,Census Tract 135,Bus,Fall 2021,Saturday,44,61,11768
Philadelphia County,42101013601,Census Tract 136.01,Bus,Fall 2021,Saturday,83,98,11769
Philadelphia County,42101013602,Census Tract 136.02,Bus,Fall 2021,Saturday,91,72,11770
Philadelphia County,42101013701,Census Tract 137.01,Bus,Fall 2021,Saturday,0,4,11771
Philadelphia County,42101013702,Census Tract 137.02,Bus,Fall 2021,Saturday,169,177,11772
Philadelphia County,42101013800,Census Tract 138,Bus,Fall 2021,Saturday,3,31,11773
Philadelphia County,42101013900,Census Tract 139,Bus,Fall 2021,Saturday,46,59,11774
Philadelphia County,42101014000,Census Tract 140,Bus,Fall 2021,Saturday,173,204,11775
Philadelphia County,42101014100,Census Tract 141,Bus,Fall 2021,Saturday,610,542,11776
Philadelphia County,42101014201,Census Tract 142.01,Bus,Fall 2021,Saturday,103,92,11777
Philadelphia County,42101014202,Census Tract 142.02,Bus,Fall 2021,Saturday,53,69,11778
Philadelphia County,42101014300,Census Tract 143,Bus,Fall 2021,Saturday,94,37,11779
Philadelphia County,42101014400,Census Tract 144,Bus,Fall 2021,Saturday,138,207,11780
Philadelphia County,42101014500,Census Tract 145,Bus,Fall 2021,Saturday,236,261,11781
Philadelphia County,42101014600,Census Tract 146,Bus,Fall 2021,Saturday,610,517,11782
Philadelphia County,42101014700,Census Tract 147,Bus,Fall 2021,Saturday,453,584,11783
Philadelphia County,42101014800,Census Tract 148,Bus,Fall 2021,Saturday,225,275,11784
Philadelphia County,42101014900,Census Tract 149,Bus,Fall 2021,Saturday,616,544,11785
Philadelphia County,42101015101,Census Tract 151.01,Bus,Fall 2021,Saturday,18,70,11786
