County_Name,Census_Tract_ID,Census_Tract_Name,Mode,Season,Day_of_Week,On_,Off_,ObjectId
Bucks County,42017100102,Census Tract 1001.02,Bus,Fall 2014,Weekday,42,53,1
Bucks County,42017100103,Census Tract 1001.03,Bus,Fall 2014,Weekday,79,73,2
Bucks County,42017100104,Census Tract 1001.04,Bus,Fall 2014,Weekday,88,69,3
Bucks County,42017100105,Census Tract 1001.05,Bus,Fall 2014,Weekday,4,3,4
Bucks County,42017100201,Census Tract 1002.01,Bus,Fall 2014,Weekday,484,350,5
Bucks County,42017100206,Census Tract 1002.06,Bus,Fall 2014,Weekday,903,956,6
Bucks County,42017100207,Census Tract 1002.07,Bus,Fall 2014,Weekday,391,549,7
Bucks County,42017100208,Census Tract 1002.08,Bus,Fall 2014,Weekday,305,455,8
Bucks County,42017100210,Census Tract 1002.10,Bus,Fall 2014,Weekday,60,88,9
Bucks County,42017100211,Census Tract 1002.11,Bus,Fall 2014,Weekday,6,6,10
Bucks County,42017100212,Census Tract 1002.12,Bus,Fall 2014,Weekday,16,21,11
Bucks County,42017100213,Census Tract 1002.13,Bus,Fall 2014,Weekday,4,6,12
Bucks County,42017100214,Census Tract 1002.14,Bus,Fall 2014,Weekday,38,32,13
Bucks County,42017100302,Census Tract 1003.02,Bus,Fall 2014,Weekday,37,34,14
Bucks County,42017100303,Census Tract 1003.03,Bus,Fall 2014,Weekday,164,165,15
Bucks County,42017100304,Census Tract 1003.04,Bus,Fall 2014,Weekday,116,138,16
Bucks County,42017100306,Census Tract 1003.06,Bus,Fall 2014,Weekday,0,0,17
Bucks County,42017100307,Census Tract 1003.07,Bus,Fall 2014,Weekday,31,27,18
Bucks County,42017100401,Census Tract 1004.01,Bus,Fall 2014,Weekday,31,22,19
Bucks County,42017100402,Census Tract 1004.02,Bus,Fall 2014,Weekday,39,35,20
Bucks County,42017100403,Census Tract 1004.03,Bus,Fall 2014,Weekday,36,40,21
Bucks County,42017100404,Census Tract 1004.04,Bus,Fall 2014,Weekday,15,8,22
Bucks County,42017100406,Census Tract 1004.06,Bus,Fall 2014,Weekday,47,44,23
Bucks County,42017100407,Census Tract 1004.07,Bus,Fall 2014,Weekday,5,8,24
Bucks County,42017100408,Census Tract 1004.08,Bus,Fall 2014,Weekday,28,30,25
Bucks County,42017100500,Census Tract 1005,Bus,Fall 2014,Weekday,13,9,26
Bucks County,42017100600,Census Tract 1006,Bus,Fall 2014,Weekday,25,26,27
Bucks County,42017100700,Census Tract 1007,Bus,Fall 2014,Weekday,182,177,28
Bucks County,42017100803,Census Tract 1008.03,Bus,Fall 2014,Weekday,6,51,29
Bucks County,42017100804,Census Tract 1008.04,Bus,Fall 2014,Weekday,0,0,30
Bucks County,42017100805,Census Tract 1008.05,Bus,Fall 2014,Weekday,14,13,31
Bucks County,42017100807,Census Tract 1008.07,Bus,Fall 2014,Weekday,679,731,32
Bucks County,42017100808,Census Tract 1008.08,Bus,Fall 2014,Weekday,28,33,33
Bucks County,42017100811,Census Tract 1008.11,Bus,Fall 2014,Weekday,45,50,34
Bucks County,42017100900,Census Tract 1009,Bus,Fall 2014,Weekday,2,2,35
Bucks County,42017101100,Census Tract 1011,Bus,Fall 2014,Weekday,111,116,36
Bucks County,42017101401,Census Tract 1014.01,Bus,Fall 2014,Weekday,86,160,37
Bucks County,42017101403,Census Tract 1014.03,Bus,Fall 2014,Weekday,0,0,38
Bucks County,42017101404,Census Tract 1014.04,Bus,Fall 2014,Weekday,47,10,39
Bucks County,42017101405,Census Tract 1014.05,Bus,Fall 2014,Weekday,54,102,40
Bucks County,42017101503,Census Tract 1015.03,Bus,Fall 2014,Weekday,63,85,41
Bucks County,42017101504,Census Tract 1015.04,Bus,Fall 2014,Weekday,1,9,42
Bucks County,42017101603,Census Tract 1016.03,Bus,Fall 2014,Weekday,75,191,43
Bucks County,42017101605,Census Tract 1016.05,Bus,Fall 2014,Weekday,212,278,44
Bucks County,42017101609,Census Tract 1016.09,Bus,Fall 2014,Weekday,15,1,45
Bucks County,42017101611,Census Tract 1016.11,Bus,Fall 2014,Weekday,10,2,46
Bucks County,42017101805,Census Tract 1018.05,Bus,Fall 2014,Weekday,0,0,47
Bucks County,42017101807,Census Tract 1018.07,Bus,Fall 2014,Weekday,19,34,48
Bucks County,42017101808,Census Tract 1018.08,Bus,Fall 2014,Weekday,20,91,49
Bucks County,42017101809,Census Tract 1018.09,Bus,Fall 2014,Weekday,42,22,50
Delaware County,42045405300,Census Tract 4053,Bus,Fall 2014,Weekday,398,432,51
Delaware County,42045405400,Census Tract 4054,Bus,Fall 2014,Weekday,245,217,52
Delaware County,42045406100,Census Tract 4061,Bus,Fall 2014,Weekday,28,25,53
Delaware County,42045406201,Census Tract 4062.01,Bus,Fall 2014,Weekday,100,139,54
Delaware County,42045406202,Census Tract 4062.02,Bus,Fall 2014,Weekday,193,187,55
Delaware County,42045406300,Census Tract 4063,Bus,Fall 2014,Weekday,160,181,56
Delaware County,42045406401,Census Tract 4064.01,Bus,Fall 2014,Weekday,71,28,57
Delaware County,42045406402,Census Tract 4064.02,Bus,Fall 2014,Weekday,145,161,58
Delaware County,42045406500,Census Tract 4065,Bus,Fall 2014,Weekday,51,70,59
Delaware County,42045406600,Census Tract 4066,Bus,Fall 2014,Weekday,59,46,60
Delaware County,42045406700,Census Tract 4067,Bus,Fall 2014,Weekday,149,157,61
Delaware County,42045406801,Census Tract 4068.01,Bus,Fall 2014,Weekday,106,146,62
Delaware County,42045406802,Census Tract 4068.02,Bus,Fall 2014,Weekday,52,60,63
Delaware County,42045406804,Census Tract 4068.04,Bus,Fall 2014,Weekday,21,4,64
Delaware County,42045406805,Census Tract 4068.05,Bus,Fall 2014,Weekday,42,24,65
Delaware County,42045406902,Census Tract 4069.02,Bus,Fall 2014,Weekday,65,103,66
Delaware County,42045406903,Census Tract 4069.03,Bus,Fall 2014,Weekday,29,24,67
Delaware County,42045406904,Census Tract 4069.04,Bus,Fall 2014,Weekday,36,52,68
Delaware County,42045407000,Census Tract 4070,Bus,Fall 2014,Weekday,4,9,69
Delaware County,42045407101,Census Tract 4071.01,Bus,Fall 2014,Weekday,9,9,70
Delaware County,42045407102,Census Tract 4071.02,Bus,Fall 2014,Weekday,18,14,71
Delaware County,42045407201,Census Tract 4072.01,Bus,Fall 2014,Weekday,859,1063,72
Delaware County,42045407202,Census Tract 4072.02,Bus,Fall 2014,Weekday,208,243,73
Delaware County,42045407401,Census Tract 4074.01,Bus,Fall 2014,Weekday,15,21,74
Delaware County,42045407404,Census Tract 4074.04,Bus,Fall 2014,Weekday,19,15,75
Delaware County,42045407501,Census Tract 4075.01,Bus,Fall 2014,Weekday,25,30,76
Delaware County,42045407502,Census Tract 4075.02,Bus,Fall 2014,Weekday,247,224,77
Delaware County,42045407600,Census Tract 4076,Bus,Fall 2014,Weekday,142,164,78
Delaware County,42045407700,Census Tract 4077,Bus,Fall 2014,Weekday,83,47,79
Delaware County,42045407801,Census Tract 4078.01,Bus,Fall 2014,Weekday,750,846,80
Delaware County,42045407802,Census Tract 4078.02,Bus,Fall 2014,Weekday,159,231,81
Delaware County,42045407803,Census Tract 4078.03,Bus,Fall 2014,Weekday,98,298,82
Delaware County,42045407804,Census Tract 4078.04,Bus,Fall 2014,Weekday,0,0,83
Delaware County,42045407805,Census Tract 4078.05,Bus,Fall 2014,Weekday,84,21,84
Delaware County,42045407806,Census Tract 4078.06,Bus,Fall 2014,Weekday,101,47,85
Delaware County,42045407901,Census Tract 4079.01,Bus,Fall 2014,Weekday,1,3,86
Delaware County,42045407902,Census Tract 4079.02,Bus,Fall 2014,Weekday,14,13,87
Delaware County,42045407903,Census Tract 4079.03,Bus,Fall 2014,Weekday,2,3,88
Delaware County,42045408001,Census Tract 4080.01,Bus,Fall 2014,Weekday,708,802,89
Delaware County,42045408002,Census Tract 4080.02,Bus,Fall 2014,Weekday,222,215,90
Delaware County,42045408101,Census Tract 4081.01,Bus,Fall 2014,Weekday,44,345,91
Delaware County,42045408102,Census Tract 4081.02,Bus,Fall 2014,Weekday,216,39,92
Delaware County,42045408103,Census Tract 4081.03,Bus,Fall 2014,Weekday,334,408,93
Delaware County,42045408300,Census Tract 4083,Bus,Fall 2014,Weekday,35,44,94
Delaware County,42045408500,Census Tract 4085,Bus,Fall 2014,Weekday,158,292,95
Delaware County,42045408600,Census Tract 4086,Bus,Fall 2014,Weekday,1,1,96
Delaware County,42045408700,Census Tract 4087,Bus,Fall 2014,Weekday,87,122,97
Delaware County,42045408800,Census Tract 4088,Bus,Fall 2014,Weekday,73,77,98
Delaware County,42045408900,Census Tract 4089,Bus,Fall 2014,Weekday,32,44,99
Delaware County,42045409000,Census Tract 4090,Bus,Fall 2014,Weekday,124,152,100
Montgomery County,42091200708,Census Tract 2007.08,Bus,Fall 2014,Weekday,0,0,101
Montgomery County,42091200800,Census Tract 2008,Bus,Fall 2014,Weekday,0,0,102
Montgomery County,42091200901,Census Tract 2009.01,Bus,Fall 2014,Weekday,1,9,103
Montgomery County,42091200902,Census Tract 2009.02,Bus,Fall 2014,Weekday,33,70,104
Montgomery County,42091200903,Census Tract 2009.03,Bus,Fall 2014,Weekday,247,194,105
Montgomery County,42091200906,Census Tract 2009.06,Bus,Fall 2014,Weekday,51,52,106
Montgomery County,42091200907,Census Tract 2009.07,Bus,Fall 2014,Weekday,0,0,107
Montgomery County,42091200908,Census Tract 2009.08,Bus,Fall 2014,Weekday,0,0,108
Montgomery County,42091201003,Census Tract 2010.03,Bus,Fall 2014,Weekday,17,20,109
Montgomery County,42091201005,Census Tract 2010.05,Bus,Fall 2014,Weekday,0,3,110
Montgomery County,42091201006,Census Tract 2010.06,Bus,Fall 2014,Weekday,9,8,111
Montgomery County,42091201100,Census Tract 2011,Bus,Fall 2014,Weekday,95,98,112
Montgomery County,42091201201,Census Tract 2012.01,Bus,Fall 2014,Weekday,14,16,113
Montgomery County,42091201204,Census Tract 2012.04,Bus,Fall 2014,Weekday,12,15,114
Montgomery County,42091201301,Census Tract 2013.01,Bus,Fall 2014,Weekday,16,22,115
Montgomery County,42091201302,Census Tract 2013.02,Bus,Fall 2014,Weekday,166,140,116
Montgomery County,42091201404,Census Tract 2014.04,Bus,Fall 2014,Weekday,86,129,117
Montgomery County,42091201406,Census Tract 2014.06,Bus,Fall 2014,Weekday,8,9,118
Montgomery County,42091201407,Census Tract 2014.07,Bus,Fall 2014,Weekday,16,13,119
Montgomery County,42091201408,Census Tract 2014.08,Bus,Fall 2014,Weekday,11,20,120
Montgomery County,42091201410,Census Tract 2014.10,Bus,Fall 2014,Weekday,7,3,121
Montgomery County,42091201411,Census Tract 2014.11,Bus,Fall 2014,Weekday,27,40,122
Montgomery County,42091201501,Census Tract 2015.01,Bus,Fall 2014,Weekday,98,109,123
Montgomery County,42091201502,Census Tract 2015.02,Bus,Fall 2014,Weekday,2,4,124
Montgomery County,42091201603,Census Tract 2016.03,Bus,Fall 2014,Weekday,1157,1640,125
Montgomery County,42091201604,Census Tract 2016.04,Bus,Fall 2014,Weekday,24,6,126
Montgomery County,42091201605,Census Tract 2016.05,Bus,Fall 2014,Weekday,1,3,127
Montgomery County,42091201606,Census Tract 2016.06,Bus,Fall 2014,Weekday,123,159,128
Montgomery County,42091201607,Census Tract 2016.07,Bus,Fall 2014,Weekday,334,118,129
Montgomery County,42091201608,Census Tract 2016.08,Bus,Fall 2014,Weekday,97,337,130
Montgomery County,42091201703,Census Tract 2017.03,Bus,Fall 2014,Weekday,0,0,131
Montgomery County,42091201704,Census Tract 2017.04,Bus,Fall 2014,Weekday,34,22,132
Montgomery County,42091201705,Census Tract 2017.05,Bus,Fall 2014,Weekday,83,106,133
Montgomery County,42091201706,Census Tract 2017.06,Bus,Fall 2014,Weekday,186,199,134
Montgomery County,42091201800,Census Tract 2018,Bus,Fall 2014,Weekday,169,230,135
Montgomery County,42091201901,Census Tract 2019.01,Bus,Fall 2014,Weekday,137,168,136
Montgomery County,42091201902,Census Tract 2019.02,Bus,Fall 2014,Weekday,298,330,137
Montgomery County,42091202000,Census Tract 2020,Bus,Fall 2014,Weekday,82,94,138
Montgomery County,42091202100,Census Tract 2021,Bus,Fall 2014,Weekday,377,351,139
Montgomery County,42091202201,Census Tract 2022.01,Bus,Fall 2014,Weekday,246,241,140
Montgomery County,42091202202,Census Tract 2022.02,Bus,Fall 2014,Weekday,58,53,141
Montgomery County,42091202301,Census Tract 2023.01,Bus,Fall 2014,Weekday,148,177,142
Montgomery County,42091202302,Census Tract 2023.02,Bus,Fall 2014,Weekday,41,44,143
Montgomery County,42091202401,Census Tract 2024.01,Bus,Fall 2014,Weekday,123,440,144
Montgomery County,42091202402,Census Tract 2024.02,Bus,Fall 2014,Weekday,277,385,145
Montgomery County,42091202500,Census Tract 2025,Bus,Fall 2014,Weekday,4015,3918,146
Montgomery County,42091202602,Census Tract 2026.02,Bus,Fall 2014,Weekday,23,36,147
Montgomery County,42091202603,Census Tract 2026.03,Bus,Fall 2014,Weekday,435,366,148
Montgomery County,42091203000,Census Tract 2030,Bus,Fall 2014,Weekday,163,122,149
Montgomery County,42091203103,Census Tract 2031.03,Bus,Fall 2014,Weekday,58,41,150
Delaware County,42045401200,Census Tract 4012,Bus,Fall 2014,Weekday,146,148,151
Delaware County,42045401302,Census Tract 4013.02,Bus,Fall 2014,Weekday,0,0,152
Delaware County,42045401303,Census Tract 4013.03,Bus,Fall 2014,Weekday,0,0,153
Delaware County,42045401401,Census Tract 4014.01,Bus,Fall 2014,Weekday,24,24,154
Delaware County,42045401402,Census Tract 4014.02,Bus,Fall 2014,Weekday,56,97,155
Delaware County,42045401502,Census Tract 4015.02,Bus,Fall 2014,Weekday,212,103,156
Delaware County,42045401503,Census Tract 4015.03,Bus,Fall 2014,Weekday,65,102,157
Delaware County,42045401700,Census Tract 4017,Bus,Fall 2014,Weekday,278,280,158
Delaware County,42045401800,Census Tract 4018,Bus,Fall 2014,Weekday,698,678,159
Delaware County,42045401900,Census Tract 4019,Bus,Fall 2014,Weekday,308,146,160
Delaware County,42045402000,Census Tract 4020,Bus,Fall 2014,Weekday,319,262,161
Delaware County,42045402100,Census Tract 4021,Bus,Fall 2014,Weekday,517,515,162
Delaware County,42045402200,Census Tract 4022,Bus,Fall 2014,Weekday,120,140,163
Delaware County,42045402300,Census Tract 4023,Bus,Fall 2014,Weekday,237,178,164
Delaware County,42045402500,Census Tract 4025,Bus,Fall 2014,Weekday,1634,1519,165
Delaware County,42045402600,Census Tract 4026,Bus,Fall 2014,Weekday,411,439,166
Delaware County,42045402800,Census Tract 4028,Bus,Fall 2014,Weekday,481,495,167
Delaware County,42045402900,Census Tract 4029,Bus,Fall 2014,Weekday,129,114,168
Delaware County,42045403001,Census Tract 4030.01,Bus,Fall 2014,Weekday,3,2,169
Delaware County,42045403002,Census Tract 4030.02,Bus,Fall 2014,Weekday,46,35,170
Delaware County,42045403101,Census Tract 4031.01,Bus,Fall 2014,Weekday,210,193,171
Delaware County,42045403103,Census Tract 4031.03,Bus,Fall 2014,Weekday,74,91,172
Delaware County,42045403104,Census Tract 4031.04,Bus,Fall 2014,Weekday,221,206,173
Delaware County,42045403200,Census Tract 4032,Bus,Fall 2014,Weekday,37,35,174
Delaware County,42045403300,Census Tract 4033,Bus,Fall 2014,Weekday,392,499,175
Delaware County,42045403401,Census Tract 4034.01,Bus,Fall 2014,Weekday,91,99,176
Delaware County,42045403402,Census Tract 4034.02,Bus,Fall 2014,Weekday,141,136,177
Delaware County,42045403501,Census Tract 4035.01,Bus,Fall 2014,Weekday,160,165,178
Delaware County,42045403502,Census Tract 4035.02,Bus,Fall 2014,Weekday,394,349,179
Delaware County,42045403601,Census Tract 4036.01,Bus,Fall 2014,Weekday,65,58,180
Delaware County,42045403701,Census Tract 4037.01,Bus,Fall 2014,Weekday,377,493,181
Delaware County,42045403702,Census Tract 4037.02,Bus,Fall 2014,Weekday,156,197,182
Delaware County,42045403800,Census Tract 4038,Bus,Fall 2014,Weekday,101,91,183
Delaware County,42045403901,Census Tract 4039.01,Bus,Fall 2014,Weekday,79,82,184
Delaware County,42045403902,Census Tract 4039.02,Bus,Fall 2014,Weekday,11,4,185
Delaware County,42045404003,Census Tract 4040.03,Bus,Fall 2014,Weekday,49,54,186
Delaware County,42045404004,Census Tract 4040.04,Bus,Fall 2014,Weekday,163,182,187
Delaware County,42045404101,Census Tract 4041.01,Bus,Fall 2014,Weekday,58,117,188
Delaware County,42045404102,Census Tract 4041.02,Bus,Fall 2014,Weekday,337,291,189
Delaware County,42045404103,Census Tract 4041.03,Bus,Fall 2014,Weekday,67,78,190
Delaware County,42045404300,Census Tract 4043,Bus,Fall 2014,Weekday,177,198,191
Delaware County,42045404400,Census Tract 4044,Bus,Fall 2014,Weekday,302,341,192
Delaware County,42045404500,Census Tract 4045,Bus,Fall 2014,Weekday,203,224,193
Delaware County,42045404600,Census Tract 4046,Bus,Fall 2014,Weekday,156,95,194
Delaware County,42045404700,Census Tract 4047,Bus,Fall 2014,Weekday,348,305,195
Delaware County,42045404800,Census Tract 4048,Bus,Fall 2014,Weekday,191,211,196
Delaware County,42045404900,Census Tract 4049,Bus,Fall 2014,Weekday,20,31,197
Delaware County,42045405000,Census Tract 4050,Bus,Fall 2014,Weekday,3414,3252,198
Delaware County,42045405100,Census Tract 4051,Bus,Fall 2014,Weekday,219,196,199
Delaware County,42045405200,Census Tract 4052,Bus,Fall 2014,Weekday,380,401,200
Montgomery County,42091203104,Census Tract 2031.04,Bus,Fall 2014,Weekday,197,224,201
Montgomery County,42091203105,Census Tract 2031.05,Bus,Fall 2014,Weekday,74,33,202
Montgomery County,42091203106,Census Tract 2031.06,Bus,Fall 2014,Weekday,26,23,203
Montgomery County,42091203203,Census Tract 2032.03,Bus,Fall 2014,Weekday,52,48,204
Montgomery County,42091203204,Census Tract 2032.04,Bus,Fall 2014,Weekday,381,387,205
Montgomery County,42091203205,Census Tract 2032.05,Bus,Fall 2014,Weekday,0,8,206
Montgomery County,42091203207,Census Tract 2032.07,Bus,Fall 2014,Weekday,173,221,207
Montgomery County,42091203208,Census Tract 2032.08,Bus,Fall 2014,Weekday,22,28,208
Montgomery County,42091203302,Census Tract 2033.02,Bus,Fall 2014,Weekday,52,56,209
Montgomery County,42091203303,Census Tract 2033.03,Bus,Fall 2014,Weekday,273,406,210
Montgomery County,42091203304,Census Tract 2033.04,Bus,Fall 2014,Weekday,162,56,211
Montgomery County,42091203401,Census Tract 2034.01,Bus,Fall 2014,Weekday,62,71,212
Montgomery County,42091203402,Census Tract 2034.02,Bus,Fall 2014,Weekday,197,166,213
Montgomery County,42091203403,Census Tract 2034.03,Bus,Fall 2014,Weekday,46,43,214
Montgomery County,42091203500,Census Tract 2035,Bus,Fall 2014,Weekday,18,5,215
Montgomery County,42091203601,Census Tract 2036.01,Bus,Fall 2014,Weekday,178,186,216
Montgomery County,42091203602,Census Tract 2036.02,Bus,Fall 2014,Weekday,135,180,217
Montgomery County,42091203701,Census Tract 2037.01,Bus,Fall 2014,Weekday,46,73,218
Montgomery County,42091203801,Census Tract 2038.01,Bus,Fall 2014,Weekday,20,22,219
Montgomery County,42091203803,Census Tract 2038.03,Bus,Fall 2014,Weekday,262,220,220
Montgomery County,42091203804,Census Tract 2038.04,Bus,Fall 2014,Weekday,83,89,221
Montgomery County,42091203901,Census Tract 2039.01,Bus,Fall 2014,Weekday,140,258,222
Montgomery County,42091203902,Census Tract 2039.02,Bus,Fall 2014,Weekday,2844,2381,223
Montgomery County,42091204002,Census Tract 2040.02,Bus,Fall 2014,Weekday,465,438,224
Montgomery County,42091204007,Census Tract 2040.07,Bus,Fall 2014,Weekday,243,319,225
Montgomery County,42091204008,Census Tract 2040.08,Bus,Fall 2014,Weekday,13,11,226
Montgomery County,42091204009,Census Tract 2040.09,Bus,Fall 2014,Weekday,1343,1705,227
Montgomery County,42091204010,Census Tract 2040.10,Bus,Fall 2014,Weekday,96,127,228
Montgomery County,42091204101,Census Tract 2041.01,Bus,Fall 2014,Weekday,54,54,229
Montgomery County,42091204103,Census Tract 2041.03,Bus,Fall 2014,Weekday,62,61,230
Montgomery County,42091204104,Census Tract 2041.04,Bus,Fall 2014,Weekday,59,57,231
Montgomery County,42091204200,Census Tract 2042,Bus,Fall 2014,Weekday,5,7,232
Montgomery County,42091204300,Census Tract 2043,Bus,Fall 2014,Weekday,1032,1833,233
Montgomery County,42091204400,Census Tract 2044,Bus,Fall 2014,Weekday,9,11,234
Montgomery County,42091204500,Census Tract 2045,Bus,Fall 2014,Weekday,347,584,235
Montgomery County,42091204600,Census Tract 2046,Bus,Fall 2014,Weekday,13,35,236
Montgomery County,42091204701,Census Tract 2047.01,Bus,Fall 2014,Weekday,30,41,237
Montgomery County,42091204702,Census Tract 2047.02,Bus,Fall 2014,Weekday,1,0,238
Montgomery County,42091204800,Census Tract 2048,Bus,Fall 2014,Weekday,23,49,239
Montgomery County,42091204900,Census Tract 2049,Bus,Fall 2014,Weekday,21,20,240
Montgomery County,42091205000,Census Tract 2050,Bus,Fall 2014,Weekday,8,5,241
Montgomery County,42091205100,Census Tract 2051,Bus,Fall 2014,Weekday,54,50,242
Montgomery County,42091205200,Census Tract 2052,Bus,Fall 2014,Weekday,37,24,243
Montgomery County,42091205300,Census Tract 2053,Bus,Fall 2014,Weekday,78,122,244
Montgomery County,42091205401,Census Tract 2054.01,Bus,Fall 2014,Weekday,131,140,245
Montgomery County,42091205402,Census Tract 2054.02,Bus,Fall 2014,Weekday,471,552,246
Montgomery County,42091205501,Census Tract 2055.01,Bus,Fall 2014,Weekday,159,158,247
Montgomery County,42091205502,Census Tract 2055.02,Bus,Fall 2014,Weekday,41,29,248
Montgomery County,42091205503,Census Tract 2055.03,Bus,Fall 2014,Weekday,318,380,249
Montgomery County,42091205600,Census Tract 2056,Bus,Fall 2014,Weekday,104,132,250
Delaware County,42045409100,Census Tract 4091,Bus,Fall 2014,Weekday,77,72,251
Delaware County,42045409200,Census Tract 4092,Bus,Fall 2014,Weekday,152,236,252
Delaware County,42045409300,Census Tract 4093,Bus,Fall 2014,Weekday,203,221,253
Delaware County,42045409400,Census Tract 4094,Bus,Fall 2014,Weekday,158,71,254
Delaware County,42045409500,Census Tract 4095,Bus,Fall 2014,Weekday,16,58,255
Delaware County,42045409602,Census Tract 4096.02,Bus,Fall 2014,Weekday,13,10,256
Delaware County,42045409701,Census Tract 4097.01,Bus,Fall 2014,Weekday,75,104,257
Delaware County,42045409803,Census Tract 4098.03,Bus,Fall 2014,Weekday,82,127,258
Delaware County,42045409804,Census Tract 4098.04,Bus,Fall 2014,Weekday,49,55,259
Delaware County,42045409902,Census Tract 4099.02,Bus,Fall 2014,Weekday,381,266,260
Delaware County,42045409903,Census Tract 4099.03,Bus,Fall 2014,Weekday,69,204,261
Delaware County,42045409904,Census Tract 4099.04,Bus,Fall 2014,Weekday,18,37,262
Delaware County,42045410000,Census Tract 4100,Bus,Fall 2014,Weekday,64,68,263
Delaware County,42045410101,Census Tract 4101.01,Bus,Fall 2014,Weekday,92,127,264
Delaware County,42045410102,Census Tract 4101.02,Bus,Fall 2014,Weekday,16,1,265
Delaware County,42045410200,Census Tract 4102,Bus,Fall 2014,Weekday,43,74,266
Delaware County,42045410303,Census Tract 4103.03,Bus,Fall 2014,Weekday,23,10,267
Delaware County,42045410304,Census Tract 4103.04,Bus,Fall 2014,Weekday,1,0,268
Delaware County,42045410305,Census Tract 4103.05,Bus,Fall 2014,Weekday,118,151,269
Delaware County,42045410306,Census Tract 4103.06,Bus,Fall 2014,Weekday,4,27,270
Delaware County,42045410500,Census Tract 4105,Bus,Fall 2014,Weekday,2390,617,271
Delaware County,42045410601,Census Tract 4106.01,Bus,Fall 2014,Weekday,158,148,272
Delaware County,42045410700,Census Tract 4107,Bus,Fall 2014,Weekday,739,902,273
Delaware County,42045410800,Census Tract 4108,Bus,Fall 2014,Weekday,32,39,274
Delaware County,42045980000,Census Tract 9800,Bus,Fall 2014,Weekday,632,853,275
Delaware County,42045980100,Census Tract 9801,Bus,Fall 2014,Weekday,40,69,276
Delaware County,42045980300,Census Tract 9803,Bus,Fall 2014,Weekday,41,47,277
Mercer County,34021000900,Census Tract 9,Bus,Fall 2014,Weekday,103,99,278
Mercer County,34021001000,Census Tract 10,Bus,Fall 2014,Weekday,7,2,279
Montgomery County,42091200103,Census Tract 2001.03,Bus,Fall 2014,Weekday,16,15,280
Montgomery County,42091200105,Census Tract 2001.05,Bus,Fall 2014,Weekday,13,22,281
Montgomery County,42091200106,Census Tract 2001.06,Bus,Fall 2014,Weekday,80,70,282
Montgomery County,42091200200,Census Tract 2002,Bus,Fall 2014,Weekday,5,4,283
Montgomery County,42091200301,Census Tract 2003.01,Bus,Fall 2014,Weekday,62,121,284
Montgomery County,42091200306,Census Tract 2003.06,Bus,Fall 2014,Weekday,7,5,285
Montgomery County,42091200307,Census Tract 2003.07,Bus,Fall 2014,Weekday,78,138,286
Montgomery County,42091200308,Census Tract 2003.08,Bus,Fall 2014,Weekday,448,439,287
Montgomery County,42091200310,Census Tract 2003.10,Bus,Fall 2014,Weekday,0,0,288
Montgomery County,42091200401,Census Tract 2004.01,Bus,Fall 2014,Weekday,62,104,289
Montgomery County,42091200402,Census Tract 2004.02,Bus,Fall 2014,Weekday,41,21,290
Montgomery County,42091200501,Census Tract 2005.01,Bus,Fall 2014,Weekday,23,38,291
Montgomery County,42091200502,Census Tract 2005.02,Bus,Fall 2014,Weekday,90,104,292
Montgomery County,42091200505,Census Tract 2005.05,Bus,Fall 2014,Weekday,0,0,293
Montgomery County,42091200507,Census Tract 2005.07,Bus,Fall 2014,Weekday,118,129,294
Montgomery County,42091200602,Census Tract 2006.02,Bus,Fall 2014,Weekday,141,268,295
Montgomery County,42091200603,Census Tract 2006.03,Bus,Fall 2014,Weekday,0,0,296
Montgomery County,42091200606,Census Tract 2006.06,Bus,Fall 2014,Weekday,0,0,297
Montgomery County,42091200703,Census Tract 2007.03,Bus,Fall 2014,Weekday,0,0,298
Montgomery County,42091200704,Census Tract 2007.04,Bus,Fall 2014,Weekday,0,0,299
Montgomery County,42091200707,Census Tract 2007.07,Bus,Fall 2014,Weekday,0,0,300
Chester County,42029302103,Census Tract 3021.03,Bus,Fall 2014,Weekday,40,59,301
Chester County,42029302104,Census Tract 3021.04,Bus,Fall 2014,Weekday,22,31,302
Chester County,42029302203,Census Tract 3022.03,Bus,Fall 2014,Weekday,0,0,303
Chester County,42029302204,Census Tract 3022.04,Bus,Fall 2014,Weekday,4,7,304
Chester County,42029302205,Census Tract 3022.05,Bus,Fall 2014,Weekday,80,73,305
Chester County,42029302206,Census Tract 3022.06,Bus,Fall 2014,Weekday,0,0,306
Chester County,42029302207,Census Tract 3022.07,Bus,Fall 2014,Weekday,10,1,307
Chester County,42029302300,Census Tract 3023,Bus,Fall 2014,Weekday,11,106,308
Chester County,42029302400,Census Tract 3024,Bus,Fall 2014,Weekday,48,84,309
Chester County,42029302500,Census Tract 3025,Bus,Fall 2014,Weekday,317,231,310
Chester County,42029302600,Census Tract 3026,Bus,Fall 2014,Weekday,184,28,311
Chester County,42029302702,Census Tract 3027.02,Bus,Fall 2014,Weekday,107,216,312
Chester County,42029302703,Census Tract 3027.03,Bus,Fall 2014,Weekday,15,34,313
Chester County,42029302704,Census Tract 3027.04,Bus,Fall 2014,Weekday,1,6,314
Chester County,42029302705,Census Tract 3027.05,Bus,Fall 2014,Weekday,112,102,315
Chester County,42029302706,Census Tract 3027.06,Bus,Fall 2014,Weekday,36,26,316
Chester County,42029302802,Census Tract 3028.02,Bus,Fall 2014,Weekday,6,8,317
Chester County,42029302806,Census Tract 3028.06,Bus,Fall 2014,Weekday,38,31,318
